Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
3492;Sulfamethoxazole-R011;;255.067764;256.075589;254.059939;;;
3493;Sulfamethoxazole-R012;;267.031379;268.039204;266.023554;;;
3494;Sulfamethoxazole-R013;;267.067764;268.075589;266.059939;;;
3495;Sulfamethoxazole-R014;;269.047029;270.054854;268.039204;;;
3496;Sulfamethoxazole-R015;;269.047029;270.054854;268.039204;;;
3497;Sulfamethoxazole-R016;;269.047029;270.054854;268.039204;;;
3498;Sulfamethoxazole-R017;;269.047029;270.054854;268.039204;;;
3499;Sulfamethoxazole-R018;;281.083414;282.091239;280.075589;;;
3500;Sulfamethoxazole-R019;;283.026294;284.034119;282.018469;;;
3501;Sulfamethoxazole-R020;;285.041944;286.049769;284.034119;;;
3502;Sulfamethoxazole-R021;;285.041944;286.049769;284.034119;;;
3503;Sulfamethoxazole-R022;;287.057594;288.065419;286.049769;;;
3504;Sulfamethoxazole-R023;;295.062679;296.070504;294.054854;;;
3505;Sulfamethoxazole-R024;;295.099064;296.106889;294.091239;;;
3506;Sulfamethoxazole-R025;;297.041944;298.049769;296.034119;;;
3507;Sulfamethoxazole-R026;;301.036859;302.044684;300.029034;;;
3508;Sulfamethoxazole-R027;;310.073578;311.081403;309.065753;;;
3509;Sulfamethoxazole-R028;;324.089228;325.097053;323.081403;;;
3510;Sulfamethoxazole-R029;;326.068493;327.076318;325.060668;;;
3511;Sulfamethoxazole-R030;;333.008931;334.016756;332.001106;;;
3512;Sulfamethoxazole-R031;;340.084143;341.091968;339.076318;;;
3513;Sulfamethoxazole-R032;;349.003846;350.011671;347.996021;;;
3514;Sulfamethoxazole-R033;;350.104878;351.112703;349.097053;;;
3515;Sulfamethoxazole-R034;;352.120528;353.128353;351.112703;;;
3516;Sulfamethoxazole-R035;;354.099793;355.107618;353.091968;;;
3517;Sulfamethoxazole-R036;;356.079058;357.086883;355.071233;;;
3518;Sulfamethoxazole-R037;;356.0613;357.069125;355.053475;;;
3519;Sulfamethoxazole-R038;;366.099793;367.107618;365.091968;;;
3520;Sulfamethoxazole-R039;;366.136178;367.144003;365.128353;;;
3521;Sulfamethoxazole-R040;;366.136178;367.144003;365.128353;;;
3522;Sulfamethoxazole-R041;;367.095042;368.102867;366.087217;;;
3523;Sulfamethoxazole-R042;;368.102867;369.110692;367.095042;;;
3524;Sulfamethoxazole-R043;;368.115443;369.123268;367.107618;;;
3525;Sulfamethoxazole-R044;;370.094708;371.102533;369.086883;;;
3526;Sulfamethoxazole-R045;;372.056215;373.06404;371.04839;;;
3527;Sulfamethoxazole-R046;;381.110692;382.118517;380.102867;;;
3528;Sulfamethoxazole-R047;;381.147077;382.154902;380.139252;;;
3529;Sulfamethoxazole-R048;;382.118517;383.126342;381.110692;;;
3530;Sulfamethoxazole-R049;;382.131093;383.138918;381.123268;;;
3531;Sulfamethoxazole-R050;;382.131093;383.138918;381.123268;;;
3532;Sulfamethoxazole-R051;;383.089957;384.097782;382.082132;;;
3533;Sulfamethoxazole-R052;;384.097782;385.105607;383.089957;;;
3534;Sulfamethoxazole-R053;;384.0926;385.100425;383.084775;;;
3535;Sulfamethoxazole-R054;;453.131822;454.139647;452.123997;;;
3536;Sulfamethoxazole-R055;;390.111026;391.118851;389.103201;;;
3537;Sulfamethoxazole-R056;;397.105607;398.113432;396.097782;;;
3538;Sulfamethoxazole-R057;;397.141992;398.149817;396.134167;;;
3539;Sulfamethoxazole-R058;;398.113432;399.121257;397.105607;;;
3540;Sulfamethoxazole-R059;;400.120528;401.128353;399.112703;;;
3541;Sulfamethoxazole-R060;;400.087515;401.09534;399.07969;;;
3542;Sulfamethoxazole-R061;;406.105941;407.113766;405.098116;;;
3543;Sulfamethoxazole-R062;;409.153225;410.16105;408.1454;;;
3544;Sulfamethoxazole-R063;;415.104939;416.112764;414.097114;;;
3545;Sulfamethoxazole-R064;;481.163122;482.170947;480.155297;;;
3546;Sulfamethoxazole-R065;;416.115443;417.123268;415.107618;;;
3547;Sulfamethoxazole-R066;;416.115443;417.123268;415.107618;;;
3548;Sulfamethoxazole-R067;;425.136907;426.144732;424.129082;;;
3549;Sulfamethoxazole-R068;;425.14814;426.155965;424.140315;;;
3550;Sulfamethoxazole-R069;;495.178772;496.186597;494.170947;;;
3551;Sulfamethoxazole-R070;;495.178772;496.186597;494.170947;;;
3552;Sulfamethoxazole-R071;;431.099854;432.107679;430.092029;;;
3553;Sulfamethoxazole-R072;;431.099854;432.107679;430.092029;;;
3554;Sulfamethoxazole-R073;;432.110358;433.118183;431.102533;;;
3555;Sulfamethoxazole-R074;;439.131427;440.139252;438.123602;;;
3556;Sulfamethoxazole-R075;;445.079119;446.086944;444.071294;;;
3557;Sulfamethoxazole-R076;;510.153286;511.161111;509.145461;;;
3558;Sulfamethoxazole-R077;;447.094769;448.102594;446.086944;;;
3559;Sulfamethoxazole-R078;;447.094769;448.102594;446.086944;;;
3560;Sulfamethoxazole-R079;;452.147806;453.155631;451.139981;;;
3561;Sulfamethoxazole-R080;;455.126342;456.134167;454.118517;;;
3562;Sulfamethoxazole-R081;;457.115504;458.123329;456.107679;;;
3563;Sulfamethoxazole-R082;;529.163122;530.170947;528.155297;;;
3564;Sulfamethoxazole-R083;;481.163122;482.170947;480.155297;;;
3565;Sulfamethoxazole-R084;;495.178772;496.186597;494.170947;;;
3566;Sulfamethoxazole-R085;;495.178772;496.186597;494.170947;;;
3567;Sulfamethoxazole-R086;;339.052509;340.060334;338.044684;;;
3568;Sulfamethoxazole-R087;;501.105334;502.113159;500.097509;;;
3569;Sulfamethoxazole-R088;;510.153286;511.161111;509.145461;;;
3570;Sulfamethoxazole-R089;;517.100249;518.108074;516.092424;;;
3571;Sulfamethoxazole-R090;;529.163122;530.170947;528.155297;;;
3572;Sulfamethoxazole-R091;;558.120273;559.128098;557.112448;;;
3573;Sulfamethoxazole-R092;;574.115188;575.123013;573.107363;;;
3574;Sulfamethoxazole-R093;;577.157764;578.165589;576.149939;;;
3575;Sulfamethoxazole-R094;;587.179835;588.18766;586.17201;;;
3576;Sulfamethoxazole-R095;;591.137029;592.144854;590.129204;;;
3577;Sulfamethoxazole-R096;;593.152679;594.160504;592.144854;;;
3578;Sulfamethoxazole-R097;;607.131944;608.139769;606.124119;;;
3579;Sulfamethoxazole-R098;;663.158159;664.165984;662.150334;;;
3580;Sulfamethoxazole-R099;;677.137424;678.145249;676.129599;;;
3581;Sulfamethoxazole-R100;;679.153074;680.160899;678.145249;;;
3582;Sulfamethoxazole-R101;;693.132339;694.140164;692.124514;;;
3583;Sulfamethoxazole-R102;;739.210589;740.218414;738.202764;;;
3584;Sulfamethoxazole-R103;;749.158554;750.166379;748.150729;;;
3585;Sulfamethoxazole-R104;;755.205504;756.213329;754.197679;;;
3586;Sulfamethoxazole-R105;;765.153469;766.161294;764.145644;;;
3587;Sulfamethoxazole-R106;;825.210984;826.218809;824.203159;;;
3588;Sulfamethoxazole-R107;;841.205899;842.213724;840.198074;;;
3589;Sulfamethoxazole-R108;;851.153864;852.161689;850.146039;;;
3590;Sulfamethoxazole-R109;;855.185164;856.192989;854.177339;;;
3591;Sulfamethoxazole-R110;;901.263414;902.271239;900.255589;;;
3592;Sulfamethoxazole-R111;;917.258329;918.266154;916.250504;;;
3593;Sulfamethoxazole-R112;;283.026294;284.034119;282.018469;;;
3594;Sulfamethoxazole-R113;;576.131114;577.138939;575.123289;;;
3595;Sulfamethoxazole-R114;;431.063114;432.070939;430.055289;;;
3596;Sulfamethoxazole-R115;;429.084114;430.091939;428.076289;;;
3597;Sulfamethoxazole-R116;;415.068114;416.075939;414.060289;;;
3598;Sulfamethoxazole-R117;;414.067114;415.074939;413.059289;;;
3599;Sulfamethoxazole-R118;;333.018514;334.026339;332.010689;;;
3600;Sulfamethoxazole-R119;;311.057614;312.065439;310.049789;;;
3601;Sulfamethoxazole-R120;;303.052514;304.060339;302.044689;;;
3602;Sulfamethoxazole-R121;;560.136114;561.143939;559.128289;;;
3603;Sulfamethoxazole-R122;;299.057614;300.065439;298.049789;;;
3604;Sulfamethoxazole-R123;;299.021214;300.029039;298.013389;;;
3605;Sulfamethoxazole-R124;;283.062714;284.070539;282.054889;;;
3606;Sulfamethoxazole-R125;;271.062714;272.070539;270.054889;;;
3607;Sulfamethoxazole-R126;;257.083414;258.091239;256.075589;;;
3608;Sulfamethoxazole-R127;;255.031414;256.039239;254.023589;;;
3609;Sulfamethoxazole-R128;;254.036114;255.043939;253.028289;;;
3610;Sulfamethoxazole-R129;;253.015714;254.023539;252.007889;;;
3611;Sulfamethoxazole-R130;;251.036414;252.044239;250.028589;;;
3612;Sulfamethoxazole-R131;;241.052114;242.059939;240.044289;;;
3613;Sulfamethoxazole-R132;;241.015714;242.023539;240.007889;;;
3614;Sulfamethoxazole-R133;;492.951114;493.958939;491.943289;;;
3615;Sulfamethoxazole-R134;;237.020814;238.028639;236.012989;;;
3616;Sulfamethoxazole-R135;;227.036414;228.044239;226.028589;;;
3617;Sulfamethoxazole-R136;;223.077914;224.085739;222.070089;;;
3618;Sulfamethoxazole-R137;;211.005114;212.012939;209.997289;;;
3619;Sulfamethoxazole-R138;;209.025914;210.033739;208.018089;;;
3620;Sulfamethoxazole-R139;;199.005114;200.012939;197.997289;;;
3621;Sulfamethoxazole-R140;;461.074114;462.081939;460.066289;;;
3622;Sulfamethoxazole-R141;;196.989514;197.997339;195.981689;;;
3623;Sulfamethoxazole-R142;;459.058114;460.065939;458.050289;;;
3624;Sulfamethoxazole-R143;;432.077114;433.084939;431.069289;;;
3625;Sulfamethoxazole-R144;;431.100114;432.107939;430.092289;;;
3626;Tetracycline-R001;;396.168523;397.176348;395.160698;;;
3627;Tetracycline-R002;;400.163438;401.171263;399.155613;;;
3628;Tetracycline-R003;;402.106318;403.114143;401.098493;;;
3629;Tetracycline-R004;;402.142703;403.150528;401.134878;;;
3630;Tetracycline-R005;;412.163438;413.171263;411.155613;;;
3631;Tetracycline-R006;;416.121968;417.129793;415.114143;;;
3632;Tetracycline-R007;;428.158353;429.166178;427.150528;;;
3633;Tetracycline-R008;;430.137618;431.145443;429.129793;;;
3634;Tetracycline-R009;;430.174003;431.181828;429.166178;;;
3635;Tetracycline-R010;;446.168918;447.176743;445.161093;;;
3636;Tetracycline-R011;;446.168918;447.176743;445.161093;;;
3637;Tetracycline-R012;;458.132533;459.140358;457.124708;;;
3638;Tetracycline-R013;;458.168918;459.176743;457.161093;;;
3639;Tetracycline-R014;;460.148183;461.156008;459.140358;;;
3640;Tetracycline-R015;;460.148183;461.156008;459.140358;;;
3641;Tetracycline-R016;;460.148183;461.156008;459.140358;;;
3642;Tetracycline-R017;;460.148183;461.156008;459.140358;;;
3643;Tetracycline-R018;;472.184568;473.192393;471.176743;;;
3644;Tetracycline-R019;;474.127448;475.135273;473.119623;;;
3645;Tetracycline-R020;;476.143098;477.150923;475.135273;;;
3646;Tetracycline-R021;;476.143098;477.150923;475.135273;;;
3647;Tetracycline-R022;;478.158748;479.166573;477.150923;;;
3648;Tetracycline-R023;;486.163833;487.171658;485.156008;;;
3649;Tetracycline-R024;;486.200218;487.208043;485.192393;;;
3650;Tetracycline-R025;;488.143098;489.150923;487.135273;;;
3651;Tetracycline-R026;;492.138013;493.145838;491.130188;;;
3652;Tetracycline-R027;;501.174732;502.182557;500.166907;;;
3653;Tetracycline-R028;;515.190382;516.198207;514.182557;;;
3654;Tetracycline-R029;;517.169647;518.177472;516.161822;;;
3655;Tetracycline-R030;;524.110085;525.11791;523.10226;;;
3656;Tetracycline-R031;;531.185297;532.193122;530.177472;;;
3657;Tetracycline-R032;;540.105;541.112825;539.097175;;;
3658;Tetracycline-R033;;541.206032;542.213857;540.198207;;;
3659;Tetracycline-R034;;543.221682;544.229507;542.213857;;;
3660;Tetracycline-R035;;545.200947;546.208772;544.193122;;;
3661;Tetracycline-R036;;547.180212;548.188037;546.172387;;;
3662;Tetracycline-R037;;547.162454;548.170279;546.154629;;;
3663;Tetracycline-R038;;557.200947;558.208772;556.193122;;;
3664;Tetracycline-R039;;557.237332;558.245157;556.229507;;;
3665;Tetracycline-R040;;557.237332;558.245157;556.229507;;;
3666;Tetracycline-R041;;558.196196;559.204021;557.188371;;;
3667;Tetracycline-R042;;559.204021;560.211846;558.196196;;;
3668;Tetracycline-R043;;559.216597;560.224422;558.208772;;;
3669;Tetracycline-R044;;561.195862;562.203687;560.188037;;;
3670;Tetracycline-R045;;563.157369;564.165194;562.149544;;;
3671;Tetracycline-R046;;572.211846;573.219671;571.204021;;;
3672;Tetracycline-R047;;572.248231;573.256056;571.240406;;;
3673;Tetracycline-R048;;573.219671;574.227496;572.211846;;;
3674;Tetracycline-R049;;573.232247;574.240072;572.224422;;;
3675;Tetracycline-R050;;573.232247;574.240072;572.224422;;;
3676;Tetracycline-R051;;574.191111;575.198936;573.183286;;;
3677;Tetracycline-R052;;575.198936;576.206761;574.191111;;;
3678;Tetracycline-R053;;575.193754;576.201579;574.185929;;;
3679;Tetracycline-R054;;644.232976;645.240801;643.225151;;;
3680;Tetracycline-R055;;581.21218;582.220005;580.204355;;;
3681;Tetracycline-R056;;588.206761;589.214586;587.198936;;;
3682;Tetracycline-R057;;588.243146;589.250971;587.235321;;;
3683;Tetracycline-R058;;589.214586;590.222411;588.206761;;;
3684;Tetracycline-R059;;591.221682;592.229507;590.213857;;;
3685;Tetracycline-R060;;591.188669;592.196494;590.180844;;;
3686;Tetracycline-R061;;597.207095;598.21492;596.19927;;;
3687;Tetracycline-R062;;600.254379;601.262204;599.246554;;;
3688;Tetracycline-R063;;606.206093;607.213918;605.198268;;;
3689;Tetracycline-R064;;672.264276;673.272101;671.256451;;;
3690;Tetracycline-R065;;607.216597;608.224422;606.208772;;;
3691;Tetracycline-R066;;607.216597;608.224422;606.208772;;;
3692;Tetracycline-R067;;616.238061;617.245886;615.230236;;;
3693;Tetracycline-R068;;616.249294;617.257119;615.241469;;;
3694;Tetracycline-R069;;686.279926;687.287751;685.272101;;;
3695;Tetracycline-R070;;686.279926;687.287751;685.272101;;;
3696;Tetracycline-R071;;622.201008;623.208833;621.193183;;;
3697;Tetracycline-R072;;622.201008;623.208833;621.193183;;;
3698;Tetracycline-R073;;623.211512;624.219337;622.203687;;;
3699;Tetracycline-R074;;630.232581;631.240406;629.224756;;;
3700;Tetracycline-R075;;636.180273;637.188098;635.172448;;;
3701;Tetracycline-R076;;701.25444;702.262265;700.246615;;;
3702;Tetracycline-R077;;638.195923;639.203748;637.188098;;;
3703;Tetracycline-R078;;638.195923;639.203748;637.188098;;;
3704;Tetracycline-R079;;643.24896;644.256785;642.241135;;;
3705;Tetracycline-R080;;646.227496;647.235321;645.219671;;;
3706;Tetracycline-R081;;648.216658;649.224483;647.208833;;;
3707;Tetracycline-R082;;720.264276;721.272101;719.256451;;;
3708;Tetracycline-R083;;672.264276;673.272101;671.256451;;;
3709;Tetracycline-R084;;686.279926;687.287751;685.272101;;;
3710;Tetracycline-R085;;686.279926;687.287751;685.272101;;;
3711;Tetracycline-R086;;530.153663;531.161488;529.145838;;;
3712;Tetracycline-R087;;692.206488;693.214313;691.198663;;;
3713;Tetracycline-R088;;701.25444;702.262265;700.246615;;;
3714;Tetracycline-R089;;708.201403;709.209228;707.193578;;;
3715;Tetracycline-R090;;720.264276;721.272101;719.256451;;;
3716;Tetracycline-R091;;749.221427;750.229252;748.213602;;;
3717;Tetracycline-R092;;765.216342;766.224167;764.208517;;;
3718;Tetracycline-R093;;768.258918;769.266743;767.251093;;;
3719;Tetracycline-R094;;778.280989;779.288814;777.273164;;;
3720;Tetracycline-R095;;782.238183;783.246008;781.230358;;;
3721;Tetracycline-R096;;784.253833;785.261658;783.246008;;;
3722;Tetracycline-R097;;798.233098;799.240923;797.225273;;;
3723;Tetracycline-R098;;854.259313;855.267138;853.251488;;;
3724;Tetracycline-R099;;868.238578;869.246403;867.230753;;;
3725;Tetracycline-R100;;870.254228;871.262053;869.246403;;;
3726;Tetracycline-R101;;884.233493;885.241318;883.225668;;;
3727;Tetracycline-R102;;930.311743;931.319568;929.303918;;;
3728;Tetracycline-R103;;940.259708;941.267533;939.251883;;;
3729;Tetracycline-R104;;946.306658;947.314483;945.298833;;;
3730;Tetracycline-R105;;956.254623;957.262448;955.246798;;;
3731;Tetracycline-R106;;1016.312138;1017.319963;1015.304313;;;
3732;Tetracycline-R107;;1032.307053;1033.314878;1031.299228;;;
3733;Tetracycline-R108;;1042.255018;1043.262843;1041.247193;;;
3734;Tetracycline-R109;;1046.286318;1047.294143;1045.278493;;;
3735;Tetracycline-R110;;1092.364568;1093.372393;1091.356743;;;
3736;Tetracycline-R111;;1108.359483;1109.367308;1107.351658;;;
3737;Tetracycline-R112;;474.127448;475.135273;473.119623;;;
3738;Tetracycline-R113;;767.232268;768.240093;766.224443;;;
3739;Tetracycline-R114;;622.164268;623.172093;621.156443;;;
3740;Tetracycline-R115;;620.185268;621.193093;619.177443;;;
3741;Tetracycline-R116;;606.169268;607.177093;605.161443;;;
3742;Tetracycline-R117;;605.168268;606.176093;604.160443;;;
3743;Tetracycline-R118;;524.119668;525.127493;523.111843;;;
3744;Tetracycline-R119;;502.158768;503.166593;501.150943;;;
3745;Tetracycline-R120;;494.153668;495.161493;493.145843;;;
3746;Tetracycline-R121;;751.237268;752.245093;750.229443;;;
3747;Tetracycline-R122;;490.158768;491.166593;489.150943;;;
3748;Tetracycline-R123;;490.122368;491.130193;489.114543;;;
3749;Tetracycline-R124;;474.163868;475.171693;473.156043;;;
3750;Tetracycline-R125;;462.163868;463.171693;461.156043;;;
3751;Tetracycline-R126;;448.184568;449.192393;447.176743;;;
3752;Tetracycline-R127;;446.132568;447.140393;445.124743;;;
3753;Tetracycline-R128;;445.137268;446.145093;444.129443;;;
3754;Tetracycline-R129;;444.116868;445.124693;443.109043;;;
3755;Tetracycline-R130;;442.137568;443.145393;441.129743;;;
3756;Tetracycline-R131;;432.153268;433.161093;431.145443;;;
3757;Tetracycline-R132;;432.116868;433.124693;431.109043;;;
3758;Tetracycline-R133;;684.052268;685.060093;683.044443;;;
3759;Tetracycline-R134;;428.121968;429.129793;427.114143;;;
3760;Tetracycline-R135;;418.137568;419.145393;417.129743;;;
3761;Tetracycline-R136;;414.179068;415.186893;413.171243;;;
3762;Tetracycline-R137;;402.106268;403.114093;401.098443;;;
3763;Tetracycline-R138;;400.127068;401.134893;399.119243;;;
3764;Tetracycline-R139;;390.106268;391.114093;389.098443;;;
3765;Tetracycline-R140;;652.175268;653.183093;651.167443;;;
3766;Tetracycline-R141;;388.090668;389.098493;387.082843;;;
3767;Tetracycline-R142;;650.159268;651.167093;649.151443;;;
3768;Tetracycline-R143;;623.178268;624.186093;622.170443;;;
3769;Tetracycline-R144;;622.201268;623.209093;621.193443;;;
